Year,estimates start after,country,subject descriptor,units,Value,scale,country/series-specific notes
2025,2022,Cambodia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,7500.11,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."
2025,2022,Cambodia,"Gross domestic product per capita, current prices",National currency,12099211.44,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2025,2022,Cambodia,"Gross domestic product per capita, current prices",U.S. dollars,2948.03,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2025,2022,Cambodia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,8677.67,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2025,2022,Cambodia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.07,Units,"See notes for:  Gross domestic product, current prices (National currency)."
2025,2022,Cambodia,Implied PPP conversion rate,National currency per current international dollar,1394.29,Units,"See notes for:  Gross domestic product, current prices (National currency)."
2025,2022,Cambodia,Total investment,Percent of GDP,32.51,Units,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2025,2022,Cambodia,Gross national savings,Percent of GDP,28.9,Units,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2025,2022,Cambodia,"Inflation, average consumer prices",Index,207.89,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2006. October-December 2006=100 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2025,2022,Cambodia,"Inflation, average consumer prices",Percent change,2.12,Units,"See notes for:  Inflation, average consumer prices (Index)."
2025,2022,Cambodia,"Inflation, end of period consumer prices",Index,211.29,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2006. October-December 2006=100 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2025,2022,Cambodia,"Inflation, end of period consumer prices",Percent change,2.12,Units,"See notes for:  Inflation, end of period consumer prices (Index)."
2025,2022,Cambodia,Volume of imports of goods and services,Percent change,8.36,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2025,2022,Cambodia,Volume of Imports of goods,Percent change,7.88,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2025,2022,Cambodia,Volume of exports of goods and services,Percent change,6.12,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2025,2022,Cambodia,Volume of exports of goods,Percent change,5.87,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2025,2022,Cambodia,Population,Persons,17.35,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2025,2022,Cambodia,General government revenue,National currency,31191.81,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2025,2022,Cambodia,General government revenue,Percent of GDP,14.86,Units,See notes for:  General government revenue (National currency).
